id,lead_id,list_id,campaign_id,campaign,user,user_id,phone_number,number_dialed,first_name,last_name,status,status_name,call_length,call_date,agent_comment,queue_id,called_count,caller_id_displayed,term_reason,call_type,queue_position,queue_seconds,originating_agent_id
14679961,1048957,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 2,NOCONT,Not Contacted,39,2025-10-09 14:22:43,,,11,17072427549,AGENT,OUTBOUND,1,0.00,
14679223,1364881,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 6,CALLHU,Caller Hung Up,13,2025-10-09 14:08:08,"|""System Call Re-disp by JS RD: 2025-10-09 15:52:22 NOCONT""",,4,12105129322,AGENT,OUTBOUND,1,0.00,
14679099,1048957,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 2,NOCONT,Not Contacted,12,2025-10-09 14:06:20,,,10,12056915492,AGENT,OUTBOUND,1,0.00,
14678861,1364893,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 11,DROP,Agent Not Available In Campaign,2,2025-10-09 14:00:54,"|""System Call Re-disp by JS RD: 2025-10-09 15:52:22 NOCONT""",,4,15023472707,QUEUETIMEOUT,OUTBOUND,1,0.00,
14678855,1048957,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 2,NOCONT,Not Contacted,12,2025-10-09 14:00:05,,,9,15204535186,AGENT,OUTBOUND,1,0.00,
14678553,1364879,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 5,DROP,Agent Not Available In Campaign,3,2025-10-09 13:52:57,"|""System Call Re-disp by JS RD: 2025-10-09 15:52:22 NOCONT""",,6,14244351971,QUEUETIMEOUT,OUTBOUND,1,0.00,
14678525,1364883,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 7,NA,No Answer AutoDial,0,2025-10-09 13:52:21,"|""System Call Re-disp by JS RD: 2025-10-09 15:52:22 NOCONT""",,6,14053628634,NONE,OUTBOUND,1,0.00,
14678495,1048937,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 1,ERI,Agent Lost Connection,7,2025-10-09 13:51:49,"|""System Call Re-disp by JS RD: 2025-10-09 15:52:22 NOCONT""",,14,17733520316,AGENT,OUTBOUND,1,0.00,
14678479,1048957,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 2,NOCONT,Not Contacted,11,2025-10-09 13:51:05,,,8,16012995169,AGENT,OUTBOUND,1,0.00,
14678221,1364891,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 10,DROP,Agent Not Available In Campaign,2,2025-10-09 13:46:16,"|""System Call Re-disp by JS RD: 2025-10-09 15:52:22 NOCONT""",,15,16812235240,QUEUETIMEOUT,OUTBOUND,1,0.00,
14678193,1048957,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 2,NOCONT,Not Contacted,4,2025-10-09 13:46:01,,,7,16812235240,AGENT,OUTBOUND,1,0.00,
14678057,1364877,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 4,NA,No Answer AutoDial,0,2025-10-09 13:42:49,"|""System Call Re-disp by JS RD: 2025-10-09 15:52:22 NOCONT""",,9,16012995169,NONE,OUTBOUND,1,0.00,
14678007,1364885,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 8,ERI,Agent Lost Connection,8,2025-10-09 13:42:05,"|""System Call Re-disp by JS RD: 2025-10-09 15:52:22 NOCONT""",,9,17868077985,AGENT,OUTBOUND,1,0.00,
14677969,1048937,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 1,NOCONT,Not Contacted,4,2025-10-09 13:41:59,,,13,17072427549,AGENT,OUTBOUND,1,0.00,
14677965,1364891,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 10,NOCONT,Not Contacted,6,2025-10-09 13:41:30,,,14,12105129322,AGENT,OUTBOUND,1,0.00,
14677053,1364887,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 9,DROP,Agent Not Available In Campaign,2,2025-10-09 13:21:01,"|""System Call Re-disp by JS RD: 2025-10-09 15:52:22 NOCONT""",,13,12056915492,QUEUETIMEOUT,OUTBOUND,1,0.00,
14677025,1364891,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 10,NOCONT,Not Contacted,4,2025-10-09 13:20:30,,,13,15023472707,AGENT,OUTBOUND,1,0.00,
14676999,1652419,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 12,NA,No Answer AutoDial,0,2025-10-09 13:19:53,"|""System Call Re-disp by JS RD: 2025-10-09 15:52:22 NOCONT""",,14,15204535186,NONE,OUTBOUND,1,0.00,
14676795,1364877,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 4,DROP,Agent Not Available In Campaign,1,2025-10-09 13:12:06,"|""System Call Re-disp by JS RD: 2025-10-09 13:15:59 NOCONT""",,8,14244351971,ABANDON,OUTBOUND,1,0.00,
14676647,1364877,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 4,NOCONT,Not Contacted,11,2025-10-09 13:01:51,,,7,14053628634,CALLER,OUTBOUND,1,0.00,
14676373,1364877,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 4,NOCONT,Not Contacted,19,2025-10-09 12:53:00,,,6,17733520316,AGENT,OUTBOUND,1,0.00,
14674149,1364877,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 4,NOCONT,Not Contacted,19,2025-10-09 12:14:18,,,5,16812235240,AGENT,OUTBOUND,1,0.00,
14673577,1364879,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 5,DROP,Agent Not Available In Campaign,3,2025-10-09 12:02:36,"|""System Call Re-disp by JS RD: 2025-10-09 13:15:59 NOCONT""",,5,16012995169,QUEUETIMEOUT,OUTBOUND,1,0.00,
14672987,1364877,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 4,NOCONT,Not Contacted,7,2025-10-09 11:51:08,,,4,17868077985,AGENT,OUTBOUND,1,0.00,
14672885,1364875,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 3,DROP,Agent Not Available In Campaign,2,2025-10-09 11:49:41,"|""System Call Re-disp by JS RD: 2025-10-09 13:15:59 NOCONT""",,3,17072427549,QUEUETIMEOUT,OUTBOUND,1,0.00,
14672881,1364879,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 5,NOCONT,Not Contacted,4,2025-10-09 11:49:34,,,4,12105129322,AGENT,OUTBOUND,1,0.00,
14672861,1364877,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 4,NOCONT,Not Contacted,4,2025-10-09 11:48:55,,,3,12056915492,AGENT,OUTBOUND,1,0.00,
14672715,1364879,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 5,NOCONT,Not Contacted,11,2025-10-09 11:46:09,,,3,15023472707,AGENT,OUTBOUND,1,0.00,
14672669,1364891,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 10,NA,No Answer AutoDial,0,2025-10-09 11:45:33,"|""System Call Re-disp by JS RD: 2025-10-09 13:15:59 NOCONT""",,12,15204535186,NONE,OUTBOUND,1,0.00,
14665489,1364881,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 6,DROP,Agent Not Available In Campaign,2,2025-10-09 09:23:49,"|""System Call Re-disp by JS RD: 2025-10-09 13:15:59 NOCONT""",,3,14244351971,QUEUETIMEOUT,OUTBOUND,1,0.00,
14665413,1364891,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 10,NOCONT,Not Contacted,2,2025-10-09 09:23:05,,,11,14053628634,AGENT,OUTBOUND,1,0.00,
14658811,1364893,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 11,DROP,Agent Not Available In Campaign,2,2025-10-09 07:09:29,"|""System Call Re-disp by JS RD: 2025-10-09 13:15:59 NOCONT""",,3,17733520316,QUEUETIMEOUT,OUTBOUND,1,0.00,
14656361,1364891,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 10,NOCONT,Not Contacted,22,2025-10-08 15:36:56,,,10,16012995169,AGENT,OUTBOUND,1,0.00,
14656185,1364883,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 7,PDROP,Pre-Routing Drop,1,2025-10-08 15:30:42,"|""System Call Re-disp by JS RD: 2025-10-09 13:15:59 NOCONT""",,5,16812235240,NONE,OUTBOUND,1,0.00,
14656063,1364891,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 10,NOCONT,Not Contacted,4,2025-10-08 15:28:11,,,9,16812235240,AGENT,OUTBOUND,1,0.00,
14656043,1048957,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 2,DROP,Agent Not Available In Campaign,2,2025-10-08 15:27:08,"|""System Call Re-disp by JS RD: 2025-10-09 13:15:59 NOCONT""",,6,16012995169,QUEUETIMEOUT,OUTBOUND,1,0.00,
14655943,1364891,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 10,NOCONT,Not Contacted,19,2025-10-08 15:23:53,,,8,17868077985,AGENT,OUTBOUND,1,0.00,
14655677,1364887,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 9,DROP,Agent Not Available In Campaign,2,2025-10-08 15:16:31,"|""System Call Re-disp by JS RD: 2025-10-09 13:15:59 NOCONT""",,12,17072427549,QUEUETIMEOUT,OUTBOUND,1,0.00,
14655459,1364891,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 10,NOCONT,Not Contacted,136,2025-10-08 15:11:58,,,7,12105129322,AGENT,OUTBOUND,1,0.00,
14655041,1364887,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 9,NOCONT,Not Contacted,50,2025-10-08 15:05:24,,,11,12056915492,AGENT,OUTBOUND,1,0.00,
14652659,1364885,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 8,DROP,Agent Not Available In Campaign,2,2025-10-08 13:58:45,"|""System Call Re-disp by JS RD: 2025-10-09 13:15:59 NOCONT""",,8,15023472707,QUEUETIMEOUT,OUTBOUND,1,0.00,
14652603,1364887,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 9,NOCONT,Not Contacted,7,2025-10-08 13:57:50,,,10,15204535186,AGENT,OUTBOUND,1,0.00,
14652347,1652419,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 12,DROP,Agent Not Available In Campaign,2,2025-10-08 13:54:15,"|""System Call Re-disp by JS RD: 2025-10-09 13:15:59 NOCONT""",,13,14244351971,QUEUETIMEOUT,OUTBOUND,1,0.00,
14652267,1364887,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 9,NOCONT,Not Contacted,7,2025-10-08 13:53:11,,,9,14053628634,AGENT,OUTBOUND,1,0.00,
14652103,1652419,3343,1173,Convoso Test Campaign,Zhuohao Yang,1258074,7732162267,7732162267,Spam Call Test,Lead 12,NOCONT,Not Contacted,15,2025-10-08 13:50:52,,,12,17733520316,AGENT,OUTBOUND,1,0.00,
14624909,1048937,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 1,DROP,Agent Not Available In Campaign,2,2025-10-07 14:40:18,"|""System Call Re-disp by JS RD: 2025-10-09 13:15:59 NOCONT""",,12,15204535186,QUEUETIMEOUT,OUTBOUND,1,0.00,
14624843,1364887,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 9,NOCONT,Not Contacted,5,2025-10-07 14:38:53,,,8,14244351971,AGENT,OUTBOUND,1,0.00,
14624773,1048937,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 1,NOCONT,Not Contacted,4,2025-10-07 14:37:10,,,11,14053628634,AGENT,OUTBOUND,1,0.00,
14624709,1652419,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 12,NOCONT,Not Contacted,4,2025-10-07 14:36:07,,,11,17733520316,CALLER,OUTBOUND,1,0.00,
14579719,1364887,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 9,DROP,Agent Not Available In Campaign,2,2025-10-06 09:44:25,"|""System Call Re-disp by JS RD: 2025-10-07 08:48:53 NOCONT""",,7,14195737289,QUEUETIMEOUT,OUTBOUND,1,0.00,
14579709,1364885,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 8,NOCONT,Not Contacted,3,2025-10-06 09:44:15,"|""System Call Re-disp by JS RD: 2025-10-07 08:48:53 NOCONT""",,7,14195737289,AGENT,OUTBOUND,1,0.00,
14579589,1048937,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 1,NOCONT,Not Contacted,4,2025-10-06 09:42:11,"|""System Call Re-disp by JS RD: 2025-10-07 08:48:53 NOCONT""",,10,16266092448,AGENT,OUTBOUND,1,0.00,
14579537,1364885,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 8,NOCONT,Not Contacted,5,2025-10-06 09:41:17,,,6,17733520316,AGENT,OUTBOUND,1,0.00,
14579493,1364887,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 9,NOCONT,Not Contacted,6,2025-10-06 09:40:47,,,6,17733520316,AGENT,OUTBOUND,1,0.00,
14579323,1364883,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 7,DROP,Agent Not Available In Campaign,2,2025-10-06 09:38:21,"|""System Call Re-disp by JS RD: 2025-10-07 08:48:53 NOCONT""",,4,16266092448,QUEUETIMEOUT,OUTBOUND,1,0.00,
14579289,1364885,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 8,NOCONT,Not Contacted,5,2025-10-06 09:37:55,,,5,16266092448,AGENT,OUTBOUND,1,0.00,
14579255,1364887,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 9,NOCONT,Not Contacted,3,2025-10-06 09:37:06,,,5,17733520316,AGENT,OUTBOUND,1,0.00,
14579183,1048937,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 1,NOCONT,Not Contacted,4,2025-10-06 09:36:16,,,9,17733520316,AGENT,OUTBOUND,1,0.00,
14579009,1364885,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 8,NOCONT,Not Contacted,5,2025-10-06 09:34:52,,,4,16266092448,AGENT,OUTBOUND,1,0.00,
14578967,1364887,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 9,NOCONT,Not Contacted,6,2025-10-06 09:34:15,,,4,16266092448,AGENT,OUTBOUND,1,0.00,
14578887,1364891,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 10,DROP,Agent Not Available In Campaign,3,2025-10-06 09:32:46,"|""System Call Re-disp by JS RD: 2025-10-07 08:48:53 NOCONT""",,6,17149273858,QUEUETIMEOUT,OUTBOUND,1,0.00,
14578833,1048937,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 1,NOCONT,Not Contacted,2,2025-10-06 09:32:11,,,8,13853804356,AGENT,OUTBOUND,1,0.00,
14578281,1652419,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 12,DROP,Agent Not Available In Campaign,2,2025-10-06 09:23:56,"|""System Call Re-disp by JS RD: 2025-10-07 08:48:53 NOCONT""",,10,14195737289,QUEUETIMEOUT,OUTBOUND,1,0.00,
14578245,1048937,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 1,NOCONT,Not Contacted,3,2025-10-06 09:22:59,,,7,13043016621,AGENT,OUTBOUND,1,0.00,
14578197,1364891,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 10,NOCONT,Not Contacted,3,2025-10-06 09:22:14,,,5,17733520316,AGENT,OUTBOUND,1,0.00,
14578023,1652419,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 12,NOCONT,Not Contacted,4,2025-10-06 09:19:43,,,9,12015345880,AGENT,OUTBOUND,1,0.00,
14577963,1364891,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 10,NOCONT,Not Contacted,4,2025-10-06 09:18:47,,,4,12818051764,AGENT,OUTBOUND,1,0.00,
14577889,1048937,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 1,NOCONT,Not Contacted,6,2025-10-06 09:17:38,,,6,15125036054,AGENT,OUTBOUND,1,0.00,
14577773,1652419,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 12,NOCONT,Not Contacted,7,2025-10-06 09:16:12,,,8,14806317408,AGENT,OUTBOUND,1,0.00,
14577709,1048937,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 1,NOCONT,Not Contacted,10,2025-10-06 09:15:00,,,5,18175411201,AGENT,OUTBOUND,1,0.00,
14577677,1048957,3343,1173,Convoso Test Campaign,System User,666666,7732162267,7732162267,Spam Call Test,Lead 2,CG,Congestion,0,2025-10-06 09:14:40,"|""System Call Re-disp by JS RD: 2025-10-07 08:48:53 NOCONT""",,5,19547686376,NONE,OUTBOUND,1,0.00,
14577631,1652419,3343,1173,Convoso Test Campaign,Julia Smith,1145461,7732162267,7732162267,Spam Call Test,Lead 12,NOCONT,Not Contacted,7,2025-10-06 09:13:40,,,7,12253319762,AGENT,OUTBOUND,1,0.00,
